Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes
NGC4555;G;12:35:41.18;+26:31:23.2;Com;1.40;1.04;121;13.50;;10.18;9.45;9.17;23.03;E;;;;;;3545;;2MASX J12354118+2631227,MCG +05-30-026,PGC 041975,SDSS J123541.17+263123.0,SDSS J123541.19+263123.0,SDSS J123541.19+263123.1,UGC 07762;;;
NGC4556;G;12:35:45.86;+26:54:32.0;Com;1.31;0.87;81;14.40;;10.89;10.23;9.91;23.65;E;;;;;;;;2MASX J12354585+2654317,MCG +05-30-027,PGC 041980,SDSS J123545.85+265431.9,SDSS J123545.85+265432.0,SDSS J123545.86+265432.0,SDSS J123545.87+265431.9,UGC 07765;;;
NGC4557;Other;12:35:49.74;+27:03:13.6;Com;;;;;;;;;;;;;;;;;;SDSS J123549.74+270313.6;;Galactic triple star.;
NGC4558;G;12:35:52.65;+26:59:31.7;Com;0.73;0.31;95;15.10;;11.86;11.15;10.84;23.07;S0-a;;;;;;;;2MASX J12355268+2659310,MCG +05-30-028,PGC 041995,SDSS J123552.64+265931.6,SDSS J123552.65+265931.7;;;
NGC4559;G;12:35:57.65;+27:57:36.0;Com;10.57;4.82;148;10.46;10.01;8.41;7.83;7.58;23.48;Sc;;;;;;;;2MASX J12355768+2757351,C 036,IRAS 12334+2814,MCG +05-30-030,PGC 042002,SDSS J123557.64+275735.9,UGC 07766;;;
NGC4559A;G;12:36:53.44;+27:51:43.3;Com;0.40;0.21;133;15.10;;12.20;11.51;11.15;21.73;Sa;;;;;;3592;;2MASX J12365341+2751439,MCG +05-30-038,PGC 042097,SDSS J123653.44+275143.2,SDSS J123653.44+275143.3,SDSS J123653.45+275143.3,UGC 07789;;;
NGC4559B;G;12:36:53.93;+27:44:56.8;Com;0.62;0.25;3;15.40;;12.68;11.83;11.76;22.58;SBab;;;;;;3593;;2MASX J12365393+2744569,IRAS F12344+2801,MCG +05-30-039,PGC 042098,SDSS J123653.92+274456.7,SDSS J123653.92+274456.8,SDSS J123653.93+274456.8;;;
NGC4559C;HII;12:35:52.12;+27:55:55.5;Com;;;;;;;;;;;;;;;;3550;;;;This is an HII region in NGC 4559.;
NGC4560;Dup;12:34:03.09;+07:41:58.3;Vir;;;;;;;;;;;;;;;4526;;;;;;
NGC4561;G;12:36:08.20;+19:19:22.5;Com;1.32;1.12;61;12.70;;11.50;10.98;10.63;22.24;SBcd;;;;;;3569;;2MASX J12360813+1919213,IRAS 12336+1935,MCG +03-32-076,PGC 042020,UGC 07768;;;
NGC4562;G;12:35:34.80;+25:51:00.0;Com;1.93;0.64;49;14.60;;;;;23.59;SBcd;;;;;4565A;;;MCG +04-30-004,PGC 041955,SDSS J123534.57+255058.5,UGC 07758;;;
NGC4563;G;12:36:12.88;+26:56:29.2;Com;0.56;0.40;106;15.70;;12.64;11.84;11.67;23.16;E;;;;;;;;2MASX J12361287+2656290,MCG +05-30-033,PGC 042030,SDSS J123612.87+265629.2,SDSS J123612.88+265629.2;;;
NGC4564;G;12:36:26.98;+11:26:21.4;Vir;3.13;1.68;48;12.05;11.12;8.87;8.09;7.94;23.25;E;;;;;;;;2MASX J12362699+1126215,MCG +02-32-150,PGC 042051,SDSS J123626.98+112621.2,UGC 07773;;;
NGC4565;G;12:36:20.78;+25:59:15.6;Com;16.75;2.89;135;13.61;12.43;7.16;6.31;6.06;23.75;Sb;;;;;;;;2MASX J12362080+2559146,C 038,IRAS 12338+2615,MCG +04-30-006,PGC 042038,UGC 07772;Needle Galaxy;HOLM 426D is a star.;
NGC4565A;Dup;12:35:34.80;+25:51:00.0;Com;;;;;;;;;;;;;;;4562;;;;;;
NGC4565B;G;12:35:41.69;+26:13:19.9;Com;0.80;0.45;139;15.30;;12.58;11.98;11.63;23.02;Sbc;;;;;;3546;;2MASX J12354167+2613197,MCG +04-30-005,PGC 041976,SDSS J123541.68+261319.8,SDSS J123541.69+261319.9;;;
NGC4565C;G;12:35:41.42;+26:17:09.0;Com;0.96;0.14;141;16.50;;13.60;13.20;12.77;23.53;Scd;;;;;;3543;;2MASX J12354145+2617077,PGC 041974,SDSS J123541.42+261708.9,SDSS J123541.42+261709.0,UGC 07764;;;
NGC4566;G;12:36:00.11;+54:13:15.5;UMa;1.08;0.75;72;14.17;13.31;11.11;10.47;10.24;22.64;SBb;;;;;;;;2MASX J12360013+5413150,MCG +09-21-024,PGC 042007,SDSS J123600.10+541315.5,SDSS J123600.10+541315.6,SDSS J123600.11+541315.4,SDSS J123600.11+541315.5,UGC 07769;;;
NGC4567;G;12:36:32.71;+11:15:28.8;Vir;2.74;2.15;89;12.06;11.31;9.19;8.57;8.30;22.67;Sbc;;;;;;;;2MASX J12363270+1115283,MCG +02-32-151,PGC 042064,SDSS J123632.70+111528.7,SDSS J123632.71+111528.8,UGC 07777;;ALFALFA source is a blend of this and NGC 4568.;
NGC4568;G;12:36:34.26;+11:14:20.0;Vir;4.31;1.87;29;12.11;11.19;8.52;7.82;7.52;22.89;Sbc;;;;;;;;2MASX J12363429+1114190,MCG +02-32-152,PGC 042069,SDSS J123634.26+111419.9,SDSS J123634.26+111420.0,UGC 07776;;;
NGC4569;G;12:36:49.79;+13:09:46.6;Vir;9.12;3.82;22;10.26;9.54;7.50;6.79;6.58;23.16;Sab;;;;090;;;;2MASX J12364981+1309463,IRAS 12343+1326,MCG +02-32-155,PGC 042089,SDSS J123649.79+130946.5,UGC 07786;;;
NGC4570;G;12:36:53.40;+07:14:47.9;Vir;3.88;0.94;160;11.80;;8.61;7.93;7.69;23.30;S0;;;;;;;;2MASX J12365340+0714479,MCG +01-32-114,PGC 042096,UGC 07785;;;
NGC4571;G;12:36:56.38;+14:13:02.5;Com;3.56;3.31;35;13.60;;9.26;8.85;8.52;23.36;Sc;;;;;;3588;;2MASX J12365637+1413024,IRAS 12344+1429,MCG +02-32-156,PGC 042100,SDSS J123656.37+141302.4,UGC 07788;;;
NGC4572;G;12:35:45.30;+74:14:44.0;Dra;1.47;0.42;168;14.90;;;;;23.36;Sc;;;;;;;;2MASX J12354538+7414334,MCG +12-12-012,PGC 041991,UGC 07775;;;
NGC4573;G;12:37:43.79;-43:37:16.1;Cen;2.49;1.89;125;13.48;;10.61;9.98;9.65;24.52;S0-a;;;;;;;;2MASX J12374380-4337163,ESO 268-026,ESO-LV 268-0260,MCG -07-26-014,PGC 042167;;;
NGC4574;G;12:37:43.51;-35:31:03.5;Cen;1.83;1.14;112;13.69;;11.22;10.67;10.29;23.26;SABc;;;;;;;;2MASX J12374350-3531037,ESO 380-049,ESO-LV 380-0490,IRAS 12350-3514,MCG -06-28-007,PGC 042166;;;
NGC4575;G;12:37:51.12;-40:32:14.5;Cen;2.06;1.24;109;13.13;13.06;10.31;9.64;9.35;23.06;SBbc;;;;;;;;2MASX J12375111-4032146,ESO 322-036,ESO-LV 322-0360,IRAS 12351-4015,MCG -07-26-015,PGC 042181;;;
NGC4576;G;12:37:33.56;+04:22:03.7;Vir;1.22;0.66;152;14.70;;11.76;11.07;10.69;22.94;SABb;;;;;;;;2MASX J12373357+0422034,MCG +01-32-116,PGC 042152,SDSS J123733.55+042203.6,SDSS J123733.56+042203.6,SDSS J123733.56+042203.7,UGC 07792;;;
NGC4577;G;12:39:12.44;+06:00:44.3;Vir;1.42;0.78;39;14.10;;11.18;10.47;10.24;22.90;SBb;;;;;4591;;;2MASX J12391244+0600439,IRAS 12366+0617,MCG +01-32-125,PGC 042319,SDSS J123912.44+060044.3,UGC 07821;;Identification as NGC 4577 is uncertain.;
NGC4578;G;12:37:30.56;+09:33:18.3;Vir;2.50;1.75;34;12.90;;9.35;8.63;8.40;22.98;S0;;;;;;;;2MASX J12373054+0933184,MCG +02-32-159,PGC 042149,UGC 07793;;;
NGC4579;G;12:37:43.52;+11:49:05.5;Vir;5.01;3.84;90;10.48;9.66;7.37;6.71;6.49;22.49;Sb;;;;058;;;;2MASX J12374359+1149051,IRAS 12351+1205,MCG +02-32-160,PGC 042168,SDSS J123743.52+114905.4,UGC 07796;;;
NGC4580;G;12:37:48.39;+05:22:06.7;Vir;1.87;1.28;156;13.10;;9.75;9.06;8.77;22.45;SABa;;;;;;;;2MASX J12374839+0522063,IRAS 12352+0538,MCG +01-32-117,PGC 042174,SDSS J123748.38+052206.6,SDSS J123748.39+052206.6,SDSS J123748.39+052206.7,UGC 07794;;Nearest galaxy of comparable redshift to [HB89] 1226+023 ABS07.;
NGC4581;G;12:38:05.17;+01:28:39.9;Vir;1.62;1.06;172;13.40;;10.56;9.86;9.61;23.12;E;;;;;;;;2MASX J12380513+0128404,MCG +00-32-028,PGC 042199,SDSS J123805.17+012839.8,SDSS J123805.17+012839.9,UGC 07801;;;
NGC4582;*;12:38:10.20;+00:10:57.9;Vir;;;;14.28;;;;;;;;;;;;;;;;;
NGC4583;G;12:38:04.54;+33:27:31.8;CVn;1.51;1.51;95;15.67;14.47;10.99;10.29;9.98;24.00;S0;;;;;;;;2MASX J12380454+3327323,MCG +06-28-017,PGC 042198,SDSS J123804.54+332731.7,SDSS J123804.54+332731.8;;;
NGC4584;G;12:38:17.87;+13:06:35.6;Vir;1.61;1.11;8;13.77;;11.15;10.56;10.46;23.32;Sa;;;;;;;;2MASX J12381783+1306360,MCG +02-32-162,PGC 042223,SDSS J123817.87+130635.6,UGC 07803;;;
NGC4585;G;12:38:13.28;+28:56:13.3;Com;0.79;0.47;105;14.60;14.22;12.29;11.60;11.29;22.71;SBb;;;;;;;;2MASX J12381331+2856128,IRAS 12357+2912,MCG +05-30-042,PGC 042215,SDSS J123813.27+285613.2,SDSS J123813.28+285613.2,SDSS J123813.28+285613.3;;;
NGC4586;G;12:38:28.40;+04:19:08.7;Vir;3.43;1.12;116;13.50;;9.38;8.72;8.47;23.43;Sa;;;;;;;;2MASX J12382843+0419087,MCG +01-32-122,PGC 042241,SDSS J123828.40+041908.7,UGC 07804;;;
NGC4587;G;12:38:35.42;+02:39:26.4;Vir;1.32;0.75;47;14.40;;11.17;10.47;10.10;23.11;S0;;;;;;;;2MASX J12383544+0239267,MCG +01-32-123,PGC 042253,SDSS J123835.42+023926.4,UGC 07805;;;
NGC4588;G;12:38:45.43;+06:46:05.4;Vir;1.19;0.46;60;15.10;;12.80;12.40;11.78;23.31;Sc;;;;;;;;2MASX J12384531+0646042,MCG +01-32-124,PGC 042277,SDSS J123845.42+064605.3,SDSS J123845.43+064605.3,SDSS J123845.43+064605.4,UGC 07810;;;
NGC4589;G;12:37:24.99;+74:11:30.9;Dra;2.93;2.31;84;12.00;;8.70;7.97;7.76;22.90;E;;;;;;;;2MASX J12372503+7411307,MCG +12-12-013,PGC 042139,UGC 07797;;The 2MASS position is 7 arcsec north of the nucleus.;
NGC4590;GCl;12:39:28.01;-26:44:34.9;Hya;6.60;;;10.26;7.96;;;;;;;;;068;;;;MWSC 2059;;;
NGC4591;Dup;12:39:12.44;+06:00:44.3;Vir;;;;;;;;;;;;;;;4577;;;;;;
NGC4592;G;12:39:18.74;-00:31:55.2;Vir;4.10;1.17;94;12.40;;11.00;10.40;10.22;23.04;Sd;;;;;;;;2MASX J12391877-0031546,IRAS 12367-0015,MCG +00-32-032,PGC 042336,SDSS J123918.14-003153.0,SDSS J123918.73-003154.9,SDSS J123918.73-003155.0,SDSS J123918.73-003155.2,SDSS J123918.74-003155.0,UGC 07819;;Extended HIPASS source;
NGC4593;G;12:39:39.43;-05:20:39.3;Vir;2.40;2.04;38;13.95;13.15;8.96;8.29;7.99;22.68;Sb;;;;;;;;2MASX J12393949-0520391,IRAS 12370-0504,MCG -01-32-032,PGC 042375;;;
NGC4594;G;12:39:59.43;-11:37:23.0;Crv;8.45;4.91;90;9.55;8.00;5.89;5.21;4.96;22.26;Sa;;;;104;;;;2MASX J12395949-1137230,IRAS 12373-1120,MCG -02-32-020,PGC 042407,UGCA 293;Sombrero Galaxy;;
NGC4595;G;12:39:51.91;+15:17:52.1;Com;1.52;0.97;110;12.80;;10.75;10.30;10.03;22.23;SABb;;;;;;;;2MASX J12395191+1517520,IRAS 12373+1534,MCG +03-32-081,PGC 042396,UGC 07826;;;
NGC4596;G;12:39:55.95;+10:10:34.1;Vir;3.93;3.30;120;12.40;;8.36;7.72;7.46;22.99;S0-a;;;;;;;;2MASX J12395593+1010337,MCG +02-32-170,PGC 042401,SDSS J123955.94+101034.0,UGC 07828;;;
NGC4597;G;12:40:12.93;-05:47:57.4;Vir;3.55;1.42;70;12.30;;12.67;12.04;11.68;23.55;Sm;;;;;;;;2MASX J12401293-0547574,IRAS 12376-0531,MCG -01-32-034,PGC 042429;;Extended HIPASS source;
NGC4598;G;12:40:11.93;+08:23:01.5;Vir;1.50;1.15;131;14.10;;11.05;10.35;9.93;23.16;S0;;;;;;;;2MASX J12401194+0823014,MCG +02-32-171,PGC 042427,SDSS J124011.93+082301.4,SDSS J124011.93+082301.5,SDSS J124011.94+082301.5,UGC 07829;;;
NGC4599;G;12:40:27.09;+01:11:48.9;Vir;1.71;0.72;145;13.70;;10.57;9.89;9.69;23.13;S0-a;;;;;;;;2MASX J12402707+0111486,MCG +00-32-034,PGC 042453,SDSS J124027.09+011148.8,SDSS J124027.09+011148.9,UGC 07833;;;
NGC4600;G;12:40:22.96;+03:07:03.9;Vir;1.42;1.01;59;13.70;;10.72;10.04;9.81;22.76;S0;;;;;;;;2MASX J12402299+0307036,MCG +01-32-128,PGC 042447,SDSS J124022.95+030703.8,UGC 07832;;;
NGC4601;G;12:40:46.74;-40:53:35.0;Cen;1.82;0.50;18;14.58;14.20;11.12;10.35;10.11;24.82;S0-a;;;;;;;;2MASX J12404671-4053350,ESO 322-050,ESO-LV 322-0500,MCG -07-26-026,PGC 042492;;;
NGC4602;G;12:40:36.85;-05:07:58.8;Vir;1.29;0.79;88;12.34;;9.50;8.83;8.54;21.42;SABb;;;;;;;;2MASX J12403684-0507588,IRAS 12380-0451,MCG -01-32-036,PGC 042476;;One APM position refers to the east side of the galaxy.;
NGC4603;G;12:40:55.21;-40:58:35.0;Cen;2.60;1.84;18;12.42;11.30;9.36;8.68;8.37;22.99;SABc;;;;;;;;2MASX J12405519-4058350,ESO 322-052,ESO-LV 322-0520,IRAS 12382-4042,MCG -07-26-028,PGC 042510;;Confused HIPASS source;
NGC4603A;G;12:39:36.92;-40:44:24.1;Cen;1.84;0.63;90;14.24;;11.15;10.39;10.08;23.45;SBc;;;;;;;;2MASX J12393691-4044240,ESO 322-044,ESO-LV 322-0440,IRAS 12368-4027,MCG -07-26-020,PGC 042369;;;
NGC4603B;G;12:40:29.74;-41:04:11.4;Cen;1.30;0.26;38;15.21;;12.54;11.84;11.81;23.72;SBb;;;;;;;;2MASX J12402971-4104113,ESO 322-048,ESO-LV 322-0480,PGC 042460;;;
NGC4603C;G;12:40:43.11;-40:45:48.1;Cen;1.83;0.44;159;14.16;;10.79;10.04;9.83;24.19;S0;;;;;;;;2MASX J12404311-4045480,ESO 322-049,ESO-LV 322-0490,MCG -07-26-025,PGC 042486;;;
NGC4603D;G;12:42:08.10;-40:49:15.1;Cen;1.62;0.97;75;14.14;12.80;10.78;10.12;9.95;23.42;SABc;;;;;;;;2MASX J12420808-4049151,ESO 322-055,ESO-LV 322-0550,MCG -07-26-029,PGC 042640;;;
NGC4604;G;12:40:45.06;-05:18:10.4;Vir;1.06;0.44;104;14.38;;12.28;11.64;11.40;22.47;IB;;;;;;;;2MASX J12404493-0518091,IRAS 12381-0501,MCG -01-32-037,PGC 042489;;;
NGC4605;G;12:39:59.38;+61:36:33.1;UMa;5.87;2.29;122;10.94;;8.61;7.96;7.76;22.63;SBc;;;;;;;;2MASX J12395938+6136330,IRAS 12378+6152,MCG +10-18-074,PGC 042408,UGC 07831;;;
NGC4606;G;12:40:57.54;+11:54:44.0;Vir;2.47;1.36;14;12.70;;10.00;9.40;9.17;23.10;SBa;;;;;;;;2MASX J12405755+1154438,IRAS 12384+1211,MCG +02-32-174,PGC 042516,SDSS J124057.53+115444.0,UGC 07839;;;
NGC4607;G;12:41:12.40;+11:53:11.9;Vir;2.86;0.58;2;14.70;;10.75;9.95;9.58;23.51;SBbc;;;;;;;;2MASX J12411240+1153118,IRAS 12386+1209,MCG +02-32-176,PGC 042544,UGC 07843;;;
NGC4608;G;12:41:13.29;+10:09:20.4;Vir;2.88;2.49;25;12.60;;9.03;8.42;8.16;22.96;S0;;;;;;;;2MASX J12411328+1009208,MCG +02-32-177,PGC 042545,SDSS J124113.28+100920.3,UGC 07842;;;
NGC4609;OCl;12:42:16.83;-62:59:44.7;Cru;5.40;;;7.32;6.90;;;;;;;;;;;;;C 098,MWSC 2062;Coalsack Cluster;;
NGC4610;Dup;12:29:37.78;+07:49:27.1;Vir;;;;;;;;;;;;;;;4470;;;;;;
NGC4611;G;12:41:25.45;+13:43:46.3;Com;1.24;0.38;125;15.10;;12.24;11.49;11.20;23.27;Sbc;;;;;;0805;;2MASX J12412541+1343458,MCG +02-32-179,PGC 042564,SDSS J124125.45+134346.3,UGC 07849;;;
NGC4612;G;12:41:32.75;+07:18:53.6;Vir;2.57;1.77;138;11.90;;9.42;8.82;8.56;22.88;S0;;;;;;;;2MASX J12413275+0718532,MCG +01-32-134,PGC 042574,SDSS J124132.75+071853.5,UGC 07850;;;
NGC4613;G;12:41:28.95;+26:05:19.0;Com;0.52;0.49;15;15.50;;12.73;12.05;11.75;22.75;Sbc;;;;;;;;2MASX J12412891+2605184,MCG +04-30-011,PGC 042570,SDSS J124128.94+260518.9,UGC 07852 NOTES01;;;
NGC4614;G;12:41:31.47;+26:02:33.6;Com;1.00;0.86;152;14.20;;11.32;10.62;10.33;23.03;S0-a;;;;;;;;2MASX J12413143+2602333,MCG +04-30-012,PGC 042573,SDSS J124131.46+260233.5,SDSS J124131.47+260233.5,UGC 07851;;;
NGC4615;G;12:41:37.32;+26:04:22.2;Com;1.54;0.46;120;13.80;;12.22;11.15;11.01;22.63;Sc;;;;;;;;2MASX J12413730+2604223,IRAS 12391+2620,MCG +04-30-013,PGC 042584,SDSS J124137.31+260422.1,SDSS J124137.32+260422.1,UGC 07852;;The position in 1998AJ....116.1573B is 5 arcsec south of the nucleus.;
NGC4616;G;12:42:16.45;-40:38:31.4;Cen;1.31;1.06;50;14.15;12.80;10.62;9.96;9.68;23.83;E;;;;;;;;2MASX J12421644-4038313,ESO 322-056,ESO-LV 322-0560,MCG -07-26-030,PGC 042662;;;
NGC4617;G;12:41:05.87;+50:23:36.3;CVn;2.81;0.52;180;14.20;;10.88;10.14;9.83;23.98;SABb;;;;;;;;2MASX J12410588+5023364,MCG +09-21-028,PGC 042530,SDSS J124105.86+502336.2,UGC 07847;;;
NGC4618;G;12:41:32.85;+41:09:02.8;CVn;3.56;2.29;32;11.22;10.78;9.51;8.79;8.66;22.41;SBm;;;;;;3667;;2MASX J12413284+4109027,IRAS 12391+4125,MCG +07-26-037,PGC 042575,UGC 07853;;;
NGC4619;G;12:41:44.55;+35:03:46.0;CVn;1.37;1.33;0;13.50;;10.82;10.21;9.89;23.01;Sb;;;;;;;;2MASX J12414453+3503463,IRAS 12393+3520,MCG +06-28-018,PGC 042594,SDSS J124144.54+350345.9,SDSS J124144.55+350346.0,UGC 07856;;;
NGC4620;G;12:41:59.36;+12:56:34.0;Vir;1.60;1.45;52;14.00;;10.93;10.22;10.04;23.15;S0;;;;;;;;2MASX J12415932+1256346,MCG +02-32-182,PGC 042619,SDSS J124159.34+125634.2,SDSS J124159.35+125634.3,UGC 07859;;;
NGC4621;G;12:42:02.24;+11:38:49.3;Vir;4.55;3.21;165;11.00;9.56;7.65;6.97;6.75;22.71;E;;;;059;;;;2MASX J12420232+1138489,MCG +02-32-183,PGC 042628,SDSS J124202.25+113848.8,UGC 07858;;;V-mag taken from LEDA
NGC4622;G;12:42:37.62;-40:44:39.2;Cen;1.81;1.56;9;13.28;12.44;10.02;9.30;9.04;23.92;Sa;;;;;;;;2MASX J12423762-4044394,ESO 322-057,ESO-LV 322-0570,MCG -07-26-031,PGC 042701;;Star superposed northeast of nucleus.;
NGC4622A;G;12:43:49.11;-40:42:52.6;Cen;0.70;0.58;119;14.50;;10.72;10.01;9.71;22.68;E-S0;;;;;;;;2MASX J12434912-4042528,ESO-LV 322-0640,MCG -07-26-036,PGC 042845;;;
NGC4622B;G;12:43:50.61;-40:43:02.9;Cen;1.15;0.77;68;14.96;;;;;24.31;S0;;;;;;;;MCG -07-26-035,PGC 042852;;;
NGC4623;G;12:42:10.69;+07:40:37.0;Vir;2.23;0.74;175;13.24;;10.31;9.64;9.47;23.53;S0-a;;;;;;;;2MASX J12421070+0740369,MCG +01-32-135,PGC 042647,UGC 07862;;;
NGC4624;Dup;12:45:05.99;+03:03:20.8;Vir;;;;;;;;;;;;;;;4664;;;;;;
NGC4625;G;12:41:52.72;+41:16:26.3;CVn;1.41;1.06;27;12.92;12.35;10.65;9.93;9.75;22.26;SABm;;;;;;3675;;2MASX J12415270+4116253,IRAS 12395+4132,MCG +07-26-038,PGC 042607,SDSS J124152.71+411626.2,SDSS J124152.72+411626.2,SDSS J124152.72+411626.3,UGC 07861;;;
NGC4626;G;12:42:25.31;-07:02:39.4;Vir;1.63;0.49;39;14.00;;11.67;11.06;10.83;22.80;SBbc;;;;;;;;2MASX J12422507-0702456,2MASX J12422554-0702364,IRAS 12398-0646,MCG -01-32-040,PGC 042680;;;
NGC4627;G;12:41:59.68;+32:34:24.8;CVn;2.36;1.66;21;13.06;12.43;;;;23.73;E;;;;;;;;MCG +06-28-019,PGC 042620,UGC 07860;;;
NGC4628;G;12:42:25.26;-06:58:15.6;Vir;1.64;0.57;46;13.80;;10.51;9.84;9.46;23.13;Sb;;;;;;;;2MASX J12422527-0658154,IRAS 12398-0641,MCG -01-32-041,PGC 042681;;;
NGC4629;G;12:42:32.67;-01:21:02.4;Vir;1.03;0.71;90;14.00;;12.57;11.94;11.84;22.38;SABm;;;;;;;;2MASX J12423272-0121021,MCG +00-32-037,PGC 042692,SDSS J124232.42-012102.9,SDSS J124232.67-012102.3,SDSS J124232.67-012102.4,UGC 07869;;;
NGC4630;G;12:42:31.13;+03:57:36.9;Vir;1.66;1.21;10;13.40;;10.75;10.21;9.89;22.60;I;;;;;;;;2MASX J12423114+0357372,IRAS 12399+0414,MCG +01-32-136,PGC 042688,SDSS J124231.01+035727.0,SDSS J124231.12+035736.8,UGC 07871;;;
NGC4631;G;12:42:08.01;+32:32:29.4;CVn;14.45;2.20;86;9.78;9.19;7.53;6.83;6.47;22.44;SBcd;;;;;;;;2MASX J12420800+3232294,C 032,IRAS 12396+3249,MCG +06-28-020,PGC 042637,UGC 07865;Whale Galaxy;;
NGC4632;G;12:42:32.03;-00:04:57.4;Vir;2.56;0.98;59;12.50;;10.12;9.55;9.28;22.27;Sc;;;;;;;;IRAS 12399+0011,MCG +00-32-038,PGC 042689,SDSS J124231.87-000454.8,SDSS J124231.99-000457.7,UGC 07870;;Position is for 2MASX J12423203-0004571, the nucleus.;
NGC4633;G;12:42:37.38;+14:21:25.9;Com;1.77;0.75;33;14.70;;;10.27;;22.97;SABd;;;;;;3688;;MCG +03-32-085,PGC 042699,SDSS J124237.37+142125.9,UGC 07874;;;
NGC4634;G;12:42:40.96;+14:17:45.0;Com;2.47;0.60;156;13.60;;10.38;9.56;9.25;22.56;SBc;;;;;;;;2MASX J12424098+1417451,IRAS 12401+1434,MCG +03-32-086,PGC 042707,UGC 07875;;;
NGC4635;G;12:42:39.24;+19:56:43.1;Com;1.94;1.40;178;13.60;13.00;11.45;10.98;10.71;23.14;SABc;;;;;;;;2MASX J12423925+1956428,IRAS 12402+2012,MCG +03-32-087,PGC 042704,SDSS J124239.23+195643.0,SDSS J124239.24+195643.1,UGC 07876;;;
NGC4636;G;12:42:49.83;+02:41:16.0;Vir;6.35;4.70;150;12.62;11.84;7.31;6.60;6.42;22.91;E;;;;;;;;2MASX J12424986+0241160,MCG +01-32-137,PGC 042734,SDSS J124249.82+024115.9,UGC 07878;;;
NGC4637;G;12:42:54.10;+11:26:17.8;Vir;1.29;0.71;91;16.00;;13.65;13.11;12.71;24.15;S0;;;;;;;;2MASX J12425409+1126178,MCG +02-32-188,PGC 042744,SDSS J124254.09+112617.7,UGC 07881;;NGC identification is not certain.;
NGC4638;G;12:42:47.42;+11:26:33.0;Vir;2.31;1.50;123;12.20;11.23;9.13;8.46;8.21;22.60;E-S0;;;;;4667;;;2MASX J12424743+1126328,MCG +02-32-187,PGC 042728,SDSS J124247.42+112633.0,UGC 07880;;Identification as NGC 4667 is not certain.;
NGC4639;G;12:42:52.39;+13:15:26.6;Vir;2.87;1.88;138;13.62;12.72;9.65;9.03;8.81;22.79;Sbc;;;;;;;;2MASX J12425235+1315271,IRAS 12403+1331,MCG +02-32-189,PGC 042741,SDSS J124252.36+131526.5,SDSS J124252.37+131526.6,UGC 07884;;;
NGC4640;G;12:42:57.77;+12:17:13.1;Vir;1.61;0.89;53;15.20;;11.84;11.11;10.82;23.89;S0-a;;;;;;;;2MASX J12425775+1217121,MCG +02-32-190,PGC 042753,SDSS J124257.76+121713.0,SDSS J124257.77+121713.0,SDSS J124257.77+121713.1,UGC 07888;;;
NGC4641;G;12:43:07.66;+12:03:04.3;Vir;1.28;1.05;172;14.90;;11.74;11.21;11.12;23.00;S0;;;;;;;;2MASX J12430765+1203039,MCG +02-32-191,PGC 042769,SDSS J124307.66+120304.2,SDSS J124307.66+120304.3,UGC 07889;;;
NGC4642;G;12:43:17.78;-00:38:39.3;Vir;1.55;0.53;27;13.80;;11.32;10.71;10.36;22.68;Sbc;;;;;;;;2MASX J12431778-0038392,IRAS 12407-0022,MCG +00-33-004,PGC 042791,TYC 4949-288-1,UGC 07893;;The APM position refers to the northeastern end of the galaxy.;
NGC4643;G;12:43:20.14;+01:58:41.8;Vir;2.24;1.75;132;11.90;;8.32;7.67;7.41;21.68;S0-a;;;;;;;;2MASX J12432013+0158422,IRAS 12407+0215,MCG +00-33-005,PGC 042797,SDSS J124319.16+015838.2,SDSS J124320.13+015841.7,UGC 07895;;;
NGC4644;G;12:42:42.66;+55:08:43.8;UMa;1.51;0.63;51;14.80;;11.65;10.98;10.61;23.62;Sb;;;;;;;;2MASX J12424266+5508435,MCG +09-21-030,PGC 042708,SDSS J124242.65+550843.8,SDSS J124242.66+550843.8,UGC 07887;;;
NGC4645;G;12:44:09.99;-41:44:59.8;Cen;1.97;0.89;46;12.82;11.68;9.37;8.72;8.44;23.18;E;;;;;;;;2MASX J12440998-4144596,ESO 322-066,ESO-LV 322-0660,MCG -07-26-037,PGC 042879;;;
NGC4645A;G;12:43:05.57;-41:21:32.1;Cen;3.03;0.97;30;13.45;;9.42;8.67;8.44;24.50;S0;;;;;;;;2MASX J12430555-4121319,ESO 322-059,ESO-LV 322-0590,IRAS 12403-4105,MCG -07-26-032,PGC 042764;;;
NGC4645B;G;12:43:31.18;-41:21:45.1;Cen;2.16;0.89;158;13.42;12.99;;;;23.84;S0;;;;;;;;ESO 322-060,ESO-LV 322-0600,MCG -07-26-034,PGC 042813;;;
NGC4646;G;12:42:52.12;+54:51:21.6;UMa;0.63;0.28;17;13.80;;10.82;10.09;9.81;22.14;E;;;;;;;;2MASX J12425218+5451215,MCG +09-21-031,PGC 042740,SDSS J124252.11+545121.6,SDSS J124252.12+545121.5,SDSS J124252.12+545121.6,UGC 07892;;;
